Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.3999996185;16.0;4;32.0;1;13.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;31.5391998291;1;13.0;10.0;5;20.0;
4;1;11.3078403473;15.7695999146;6;31.1244792938;1;14.0;10.0;4;20.0;
5;1;12.3078403473;15.5622396469;6;30.7512321472;1;15.0;10.0;3;20.0;
6;1;13.3078403473;15.3756160736;6;30.415309906;1;16.0;10.0;3;20.3999996185;
7;1;14.1245927811;15.207654953;6;30.1985778809;2;17.6000003815;10.1999998093;2;21.7264003754;
8;1;14.0595731735;15.0992889404;6;30.0035209656;2;18.0358409882;10.3632001877;2;22.8594274521;
9;1;14.0010566711;15.0017604828;6;30.8041591644;2;18.7156562805;10.9097137451;2;23.8127875328;
10;1;16.0595741272;15.4020795822;6;31.3795318604;2;20.7156562805;11.3658018112;2;24.5981152058;
11;1;17.0595741272;15.6897659302;6;31.672000885;2;22.7156562805;11.7372808456;2;25.2345055342;
12;1;18.0595741272;15.8360004425;6;31.672000885;2;23.7919197083;12.0336990356;3;25.7443674803;
13;1;19.0595741272;15.8360004425;7;31.672000885;2;24.8187599182;12.2662630081;3;26.1502821445;
14;1;20.0595741272;15.8360004425;7;31.672000885;2;25.8463039398;12.446267128;3;26.3048160076;
15;1;21.0595741272;15.8360004425;7;31.672000885;2;26.874546051;12.5;3;26.3530313969;
16;1;21.5016002655;15.8360004425;7;31.672000885;2;27.9034748077;12.5;3;26.4023760557;
17;1;21.5016002655;15.8360004425;7;31.672000885;2;28.9330806732;12.5;3;26.4528282881;
18;1;21.5016002655;15.8360004425;8;31.672000885;2;29.8716964722;12.5;3;26.5043625832;
19;1;21.5016002655;15.8360004425;8;31.672000885;2;29.9026184082;12.5;4;26.5569496155;
20;1;21.5016002655;15.8360004425;8;31.672000885;2;29.9341697693;12.5;4;26.6105561256;
21;1;21.5016002655;15.8360004425;8;31.672000885;2;29.9663333893;12.5;4;26.6651450396;
22;1;21.5016002655;15.8360004425;8;31.672000885;2;29.99908638;12.5;4;26.72067523;
23;1;21.5016002655;15.8360004425;9;31.672000885;2;30.0324058533;12.5;4;26.7771017551;
24;1;21.5016002655;15.8360004425;9;31.672000885;2;30.0662612915;12.5;4;26.8343759775;
25;1;21.5016002655;15.8360004425;9;31.672000885;2;30.1006259918;12.5;5;26.8924454451;
26;1;21.5016002655;15.8360004425;9;31.672000885;3;30.1354675293;12.5;4;26.9512542486;
