Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.3999996185;16.0;4;32.0;1;13.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;13.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;13.0;10.0;5;20.0;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;14.0;10.0;5;20.0;
5;1;12.3487997055;15.7567996979;6;31.3062400818;1;15.0;10.0;5;20.0;
6;1;13.3487997055;15.6531200409;6;31.1196155548;1;16.0;10.0;5;20.3999996185;
7;1;14.3358850479;15.5598077774;6;31.0436534882;1;17.0;10.1999998093;5;20.7264003754;
8;1;14.3130960464;15.5218267441;6;30.9752883911;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;14.2925863266;15.4876441956;6;32.2343444824;2;18.6916561127;10.9097137451;4;23.7316036224;
10;1;16.3130950928;16.1171722412;6;33.1387290955;2;20.6916561127;11.3658018112;4;24.6495616436;
11;1;17.3130950928;16.5693645477;6;33.768787384;2;22.6916561127;11.7372808456;4;25.4459667206;
12;1;18.3130950928;16.884393692;6;34.0400009155;2;23.9187965393;12.0336990356;5;26.1471253633;
13;1;19.3130950928;17.0200004578;7;34.0400009155;2;25.0604152679;12.2662630081;4;26.7797651291;
14;1;20.3130950928;17.0200004578;7;34.0400009155;2;26.2239952087;12.446267128;4;27.2007522583;
15;1;21.3130950928;17.0200004578;7;34.0400009155;2;27.4121074677;12.5;4;27.5594582558;
16;1;22.2119998932;17.0200004578;7;34.0400009155;2;28.62733078;12.5;4;27.9674496651;
17;1;22.2119998932;17.0200004578;7;34.0400009155;2;29.8721256256;12.5;4;28.4283702374;
18;1;22.2119998932;17.0200004578;7;34.0400009155;2;31.0570220947;12.5;4;28.9450814724;
19;1;22.2119998932;17.0200004578;7;34.0400009155;2;31.3670501709;12.5;5;29.5192847252;
20;1;22.2119998932;17.0200004578;7;34.0400009155;2;31.7115707397;12.5;5;30.1511130333;
21;1;22.2119998932;17.0200004578;7;34.0400009155;2;32.0906677246;12.5;5;30.8387293816;
22;1;22.2119998932;17.0200004578;8;34.0400009155;2;32.503238678;12.5;5;31.5779867172;
23;1;22.2119998932;17.0200004578;8;34.0400009155;2;32.9467926025;12.5;5;32.3622150421;
24;1;22.2119998932;17.0200004578;8;34.0400009155;2;33.4173278809;12.5;5;33.1822023392;
25;1;22.2119998932;17.0200004578;9;34.0400009155;2;33.9093208313;12.5;5;34.0264253616;
26;1;22.2119998932;17.0200004578;10;34.0400009155;2;34.4158554077;12.5;5;34.8815507889;
